Name	Classification	Specific_Tissue	Specific_Sex
Transcript_47212.0	Tissue Specific	Skin	
Transcript_47222.0	Others		
Transcript_47224.0	Others		
Transcript_46088.0	Tissue Specific	Brain	
Transcript_47228.0	Others		
Transcript_89340.0	Tissue Specific	Brain	
Transcript_47233.0	Others		
Transcript_47238.0	Others		
Transcript_14239.0	Others		
Transcript_57024.0	Others		
Transcript_47254.0	Tissue Specific	Gonad	Female
Transcript_244166.0	Tissue Specific	Gonad	Female
Transcript_58031.0	Others		
Transcript_5576.0	Others		
Transcript_56794.0	Tissue Specific	Lung	Male
Transcript_258417.0	Tissue Specific	Gonad	Female
Transcript_47260.0	Tissue Specific	Brain	
Transcript_38327.0	Others		
Transcript_51366.0	Others		
Transcript_255720.0	Others		
Transcript_47262.0	Others		
Transcript_47270.0	Tissue Specific	Gonad	
Transcript_57403.0	Tissue Specific	Gonad	Female
Transcript_47275.0	Others		
Transcript_47279.0	Others		
Transcript_47284.0	Tissue Specific	Kidney	
Transcript_47286.0	Tissue Specific	Kidney	
Transcript_140756.0	Others		
Transcript_77766.0	Tissue Specific	Liver	
Transcript_267260.0	Others		
Transcript_237726.0	Tissue Specific	Brain	Male
Transcript_47291.0	Others		
Transcript_47292.0	Others		
Transcript_47294.0	Tissue Specific	Brain	
Transcript_47295.0	Tissue Specific	Lung	Male
Transcript_47297.0	Others		
Transcript_47299.0	Tissue Specific	Brain	
Transcript_47306.0	Tissue Specific	Brain	Male
Transcript_47307.0	Tissue Specific	Lung	
Transcript_47308.0	Others		
Transcript_47313.0	Others		
Transcript_62709.0	Others		
Transcript_188872.0	Others		
Transcript_240847.0	Tissue Specific	Brain	Female
Transcript_47316.0	Tissue Specific	Skin	
Transcript_199857.0	Others		
Transcript_47318.0	Tissue Specific	Lung	
Transcript_47322.0	Tissue Specific	Kidney	
Transcript_262656.0	Others		
Transcript_283571.0	Others		
Transcript_74511.0	Others		
Transcript_239599.0	Others		
Transcript_47332.0	Others		
Transcript_47342.0	Others		
Transcript_25473.0	Others		
Transcript_60670.0	Others		
Transcript_47349.0	Others		
Transcript_47350.0	Others		
Transcript_75159.0	Others		
Transcript_47354.0	Others		
Transcript_138654.0	Others		
Transcript_42530.0	Others		
Transcript_93985.0	Others		
Transcript_193332.0	Others		
Transcript_4736.0	Tissue Specific	Gonad	
Transcript_93864.0	Tissue Specific	Brain	
Transcript_47362.0	Others		
Transcript_47363.0	Others		
Transcript_47364.0	Others		
Transcript_47365.0	Tissue Specific	Gonad	Female
Transcript_60381.0	Others		
Transcript_47366.0	Others		
Transcript_47369.0	Others		
Transcript_47373.0	Tissue Specific	Gonad	Female
Transcript_101342.0	Others		
Transcript_47374.0	Others		
Transcript_47380.0	Others		
Transcript_47385.0	Others		
Transcript_237232.0	Not Expressed		
Transcript_47387.0	Others		
Transcript_141991.0	Tissue Specific	Lung	
Transcript_33411.0	Tissue Specific	Skin	
Transcript_47394.0	Tissue Specific	Skin	
Transcript_47395.0	Tissue Specific	Brain	Male
Transcript_47399.0	Others		
Transcript_238706.0	Others		
Transcript_107063.0	Others		
Transcript_47408.0	Others		
Transcript_46921.0	Others		
Transcript_47409.0	Tissue Specific	Gonad	Male
Transcript_47411.0	Others		
Transcript_47418.0	Others		
Transcript_47421.0	Others		
Transcript_47430.0	Tissue Specific	Brain	
Transcript_47444.0	Others		
Transcript_47447.0	Others		
Transcript_59188.0	Tissue Specific	Brain	
Transcript_47466.0	Others		
Transcript_53291.0	Others		
Transcript_47472.0	Others		
Transcript_47476.0	Others		
Transcript_47482.0	Tissue Specific	Skin	
Transcript_47483.0	Others		
Transcript_228528.0	Tissue Specific	Skin	
Transcript_47486.0	Others		
Transcript_98735.0	Others		
Transcript_57818.0	Tissue Specific	Brain	Male
Transcript_47499.0	Others		
Transcript_47501.0	Others		
Transcript_234303.0	Others		
Transcript_232429.0	Others		
Transcript_47503.0	Tissue Specific	Brain	
Transcript_47517.0	Tissue Specific	Brain	
Transcript_47519.0	Others		
Transcript_47530.0	Tissue Specific	Gonad	Female
Transcript_47532.0	Tissue Specific	Lung	
Transcript_47533.0	Others		
Transcript_23978.0	Others		
Transcript_67653.0	Tissue Specific	Gonad	Female
Transcript_66937.0	Others		
Transcript_47535.0	Others		
Transcript_47536.0	Others		
Transcript_248987.0	Tissue Specific	Gonad	Female
Transcript_184431.0	Tissue Specific	Brain	
Transcript_58787.0	Others		
Transcript_47539.0	Others		
UFQX01001011.1_WT1-AS_3_0	Others		
Transcript_47564.0	Others		
Transcript_47567.0	Others		
Transcript_47571.0	Others		
Transcript_169690.0	Tissue Specific	Kidney	
Transcript_47578.0	Others		
Transcript_47580.0	Others		
Transcript_65867.0	Others		
Transcript_47582.0	Others		
Transcript_94122.0	Tissue Specific	Skin	
Transcript_117488.0	Others		
Transcript_47586.0	Others		
Transcript_47594.0	Tissue Specific	Lung	Male
Transcript_47596.0	Others		
Transcript_47600.0	Others		
Transcript_188599.0	Tissue Specific	Skin	
Transcript_245934.0	Others		
Transcript_47601.0	Others		
Transcript_242309.0	Tissue Specific	Brain	
Transcript_47607.0	Others		
Transcript_47613.0	Others		
Transcript_47616.0	Not Expressed		
Transcript_94158.0	Tissue Specific	Skin	
Transcript_47622.0	Tissue Specific	Lung	Male
Transcript_47628.0	Tissue Specific	Brain	
Transcript_235167.0	Others		
Transcript_47631.0	Others		
Transcript_98662.0	Others		
Transcript_47647.0	Others		
Transcript_235657.0	Others		
Transcript_45977.0	Others		
Transcript_47654.0	Tissue Specific	Brain	Male
Transcript_47656.0	Others		
Transcript_47661.0	Tissue Specific	Brain	Female
Transcript_99048.0	Tissue Specific	Lung	
Transcript_47671.0	Tissue Specific	Brain	Male
Transcript_84757.0	Tissue Specific	Gonad	Female
Transcript_47675.0	Others		
Transcript_47679.0	Others		
Transcript_47686.0	Others		
Transcript_91509.0	Others		
Transcript_47687.0	Others		
Transcript_44675.0	Others		
Transcript_47691.0	Tissue Specific	Gonad	Female
Transcript_47692.0	Tissue Specific	Gonad	
Transcript_175090.0	Others		
Transcript_47695.0	Others		
Transcript_51562.0	Others		
Transcript_47700.0	Others		
Transcript_3899.0	Tissue Specific	Gonad	Female
Transcript_54352.0	Tissue Specific	Lung	Female
Transcript_47702.0	Others		
Transcript_47703.0	Tissue Specific	Brain	
Transcript_47704.0	Others		
Transcript_93859.0	Tissue Specific	Brain	Male
Transcript_47710.0	Others		
Transcript_119795.0	Tissue Specific	Gonad	
Transcript_47714.0	Others		
Transcript_47723.0	Others		
Transcript_79894.0	Tissue Specific	Brain	
Transcript_124197.0	Others		
Transcript_47737.0	Tissue Specific	Brain	Male
Transcript_209939.0	Others		
Transcript_48326.0	Others		
Transcript_47739.0	Others		
Transcript_47747.0	Others		
Transcript_47749.0	Tissue Specific	Gonad	Female
Transcript_47760.0	Others		
Transcript_228622.0	Others		
Transcript_258204.0	Others		
Transcript_267994.0	Others		
Transcript_47762.0	Tissue Specific	Lung	
Transcript_47763.0	Others		
Transcript_47767.0	Others		
Transcript_47769.0	Tissue Specific	Muscle	
Transcript_47774.0	Others		
Transcript_55186.0	Others		
Transcript_171653.0	Others		
Transcript_47786.0	Tissue Specific	Lung	
Transcript_47787.0	Others		
Transcript_99899.0	Tissue Specific	Liver	
Transcript_48744.0	Others		
Transcript_60891.0	Others		
Transcript_47791.0	Others		
Transcript_69489.0	Others		
Transcript_209644.0	Others		
Transcript_47795.0	Tissue Specific	Brain	
Transcript_69807.0	Tissue Specific	Brain	Male
Transcript_4780.0	Others		
Transcript_151978.0	Tissue Specific	Kidney	
Transcript_47800.0	Others		
Transcript_47812.0	Tissue Specific	Brain	
Transcript_47814.0	Tissue Specific	Gonad	Female
Transcript_47837.0	Tissue Specific	Kidney	
Transcript_47838.0	Tissue Specific	Heart	
Transcript_47845.0	Tissue Specific	Lung	
Transcript_46824.0	Others		
Transcript_47854.0	Tissue Specific	Brain	Male
Transcript_47860.0	Tissue Specific	Skin	
Transcript_47861.0	Others		
Transcript_92458.0	Others		
Transcript_47871.0	Others		
Transcript_47875.0	Others		
Transcript_47880.0	Tissue Specific	Skin	
Transcript_273499.0	Others		
Transcript_46842.0	Others		
Transcript_47886.0	Others		
Transcript_54147.0	Tissue Specific	Skin	
Transcript_245044.0	Others		
Transcript_47888.0	Others		
Transcript_53314.0	Others		
Transcript_11548.0	Tissue Specific	Brain	
Transcript_200329.0	Others		
Transcript_94852.0	Tissue Specific	Gonad	Female
Transcript_47895.0	Others		
Transcript_47899.0	Tissue Specific	Skin	
Transcript_257306.0	Tissue Specific	Skin	
Transcript_40749.0	Tissue Specific	Skin	
Transcript_47911.0	Tissue Specific	Skin	
Transcript_47919.0	Others		
Transcript_47923.0	Tissue Specific	Gonad	
Transcript_72756.0	Tissue Specific	Brain	Male
Transcript_47927.0	Tissue Specific	Brain	
Transcript_54380.0	Others		
Transcript_76247.0	Tissue Specific	Gonad	Female
Transcript_65485.0	Others		
Transcript_251298.0	Others		
Transcript_47932.0	Others		
Transcript_47934.0	Others		
Transcript_102260.0	Others		
Transcript_68152.0	Tissue Specific	Brain	
Transcript_47940.0	Others		
Transcript_68272.0	Others		
Transcript_89321.0	Others		
Transcript_47941.0	Others		
Transcript_85754.0	Tissue Specific	Brain	
Transcript_100301.0	Others		
Transcript_95583.0	Others		
Transcript_266886.0	Tissue Specific	Skin	
Transcript_47945.0	Others		
Transcript_96351.0	Tissue Specific	Brain	
Transcript_47946.0	Tissue Specific	Skin	
Transcript_47950.0	Tissue Specific	Heart	
Transcript_47955.0	Others		
Transcript_47970.0	Tissue Specific	Skin	
Transcript_47979.0	Others		
Transcript_128017.0	Others		
Transcript_47981.0	Tissue Specific	Brain	
Transcript_47984.0	Tissue Specific	Brain	
Transcript_218429.0	Expressed in All		
Transcript_47992.0	Tissue Specific	Lung	
Transcript_47995.0	Others		
Transcript_95789.0	Tissue Specific	Lung	Female
Transcript_231637.0	Others		
Transcript_48002.0	Others		
Transcript_48010.0	Others		
Transcript_48016.0	Tissue Specific	Brain	
Transcript_249931.0	Others		
Transcript_55926.0	Others		
Transcript_48030.0	Others		
Transcript_48041.0	Others		
Transcript_268259.0	Others		
Transcript_203533.0	Others		
Transcript_67534.0	Others		
Transcript_48042.0	Others		
Transcript_137801.0	Others		
Transcript_48048.0	Others		
Transcript_99423.0	Tissue Specific	Brain	Male
Transcript_48050.0	Others		
Transcript_48051.0	Others		
Transcript_48056.0	Tissue Specific	Gonad	Female
Transcript_48137.0	Tissue Specific	Brain	Male
Transcript_75720.0	Others		
Transcript_64198.0	Others		
Transcript_93691.0	Others		
Transcript_48057.0	Tissue Specific	Brain	
Transcript_235525.0	Others		
Transcript_48063.0	Tissue Specific	Gonad	Female
Transcript_48072.0	Others		
Transcript_46034.0	Others		
Transcript_98182.0	Others		
Transcript_89646.0	Others		
Transcript_44866.0	Tissue Specific	Liver	
Transcript_48083.0	Tissue Specific	Brain	Male
Transcript_48089.0	Tissue Specific	Brain	
Transcript_48090.0	Others		
Transcript_95734.0	Others		
Transcript_48093.0	Others		
Transcript_46029.0	Others		
Transcript_94529.0	Tissue Specific	Brain	
Transcript_48096.0	Others		
Transcript_48130.0	Tissue Specific	Lung	Male
Transcript_102526.0	Others		
Transcript_48139.0	Others		
Transcript_48143.0	Others		
Transcript_48147.0	Others		
Transcript_131320.0	Tissue Specific	Skin	
Transcript_48149.0	Tissue Specific	Gonad	
Transcript_48151.0	Tissue Specific	Brain	Male
Transcript_48155.0	Others		
Transcript_48163.0	Tissue Specific	Lung	
Transcript_64580.0	Others		
Transcript_48167.0	Tissue Specific	Brain	
Transcript_92142.0	Others		
Transcript_48168.0	Tissue Specific	Brain	
Transcript_48176.0	Tissue Specific	Brain	
Transcript_54773.0	Others		
Transcript_48178.0	Tissue Specific	Skin	
Transcript_22317.0	Others		
Transcript_48179.0	Others		
Transcript_48192.0	Others		
Transcript_101104.0	Tissue Specific	Brain	Female
Transcript_95033.0	Others		
Transcript_48198.0	Others		
Transcript_48201.0	Others		
Transcript_48208.0	Others		
Transcript_136254.0	Tissue Specific	Brain	
Transcript_48210.0	Others		
Transcript_153727.0	Others		
Transcript_96434.0	Others		
Transcript_71944.0	Others		
Transcript_48216.0	Others		
Transcript_48218.0	Others		
Transcript_48230.0	Others		
Transcript_91994.0	Tissue Specific	Skin	
Transcript_239605.0	Others		
Transcript_48232.0	Tissue Specific	Gonad	Female
Transcript_48236.0	Not Expressed		
Transcript_48237.0	Tissue Specific	Skin	Female
Transcript_256468.0	Tissue Specific	Liver	
Transcript_48238.0	Others		
Transcript_48240.0	Others		
Transcript_48243.0	Others		
Transcript_48245.0	Others		
Transcript_130804.0	Others		
Transcript_153209.0	Tissue Specific	Brain	
Transcript_48247.0	Tissue Specific	Gonad	Female
Transcript_89849.0	Others		
Transcript_48249.0	Not Expressed		
Transcript_266723.0	Others		
Transcript_48251.0	Others		
Transcript_48253.0	Tissue Specific	Brain	
Transcript_69068.0	Others		
Transcript_35225.0	Tissue Specific	Brain	
Transcript_48254.0	Others		
Transcript_48260.0	Others		
Transcript_48264.0	Others		
Transcript_72736.0	Others		
Transcript_48265.0	Tissue Specific	Brain	
Transcript_102108.0	Others		
Transcript_52132.0	Tissue Specific	Brain	
Transcript_167102.0	Tissue Specific	Gonad	
Transcript_48279.0	Others		
Transcript_48284.0	Others		
Transcript_48288.0	Tissue Specific	Skin	
Transcript_48300.0	Others		
Transcript_69129.0	Others		
Transcript_48305.0	Others		
Transcript_48308.0	Others		
Transcript_48316.0	Others		
Transcript_48317.0	Tissue Specific	Liver	Female
Transcript_48324.0	Others		
Transcript_48327.0	Tissue Specific	Brain	
Transcript_48329.0	Tissue Specific	Skin	
Transcript_252785.0	Others		
Transcript_48330.0	Tissue Specific	Gonad	Female
Transcript_91749.0	Others		
Transcript_164520.0	Others		
Transcript_48337.0	Others		
Transcript_236986.0	Others		
Transcript_75353.0	Others		
Transcript_4834.0	Others		
Transcript_48340.0	Others		
Transcript_254228.0	Others		
Transcript_48341.0	Tissue Specific	Brain	
Transcript_48342.0	Others		
Transcript_48358.0	Tissue Specific	Skin	
Transcript_48359.0	Others		
Transcript_48367.0	Tissue Specific	Brain	
Transcript_48369.0	Others		
Transcript_48374.0	Others		
Transcript_77913.0	Tissue Specific	Brain	
Transcript_63125.0	Others		
Transcript_161982.0	Others		
Transcript_48376.0	Others		
Transcript_48392.0	Others		
Transcript_91415.0	Others		
Transcript_48396.0	Others		
Transcript_48397.0	Others		
Transcript_4840.0	Others		
Transcript_48401.0	Tissue Specific	Muscle	
Transcript_48403.0	Tissue Specific	Brain	Male
Transcript_160549.0	Tissue Specific	Gonad	Male
Transcript_106964.0	Others		
Transcript_48410.0	Others		
Transcript_48422.0	Tissue Specific	Gonad	Female
Transcript_48423.0	Tissue Specific	Brain	
Transcript_77404.0	Others		
Transcript_167213.0	Others		
Transcript_48441.0	Tissue Specific	Brain	
Transcript_48447.0	Tissue Specific	Muscle	
Transcript_110862.0	Others		
Transcript_71231.0	Others		
Transcript_51486.0	Tissue Specific	Brain	
Transcript_85163.0	Others		
Transcript_97257.0	Tissue Specific	Gonad	Female
Transcript_274594.0	Others		
Transcript_172780.0	Tissue Specific	Lung	
Transcript_48452.0	Others		
Transcript_48458.0	Tissue Specific	Brain	Male
Transcript_48462.0	Others		
Transcript_230453.0	Others		
Transcript_170467.0	Tissue Specific	Brain	Female
Transcript_48476.0	Tissue Specific	Gonad	
Transcript_55275.0	Others		
Transcript_82612.0	Others		
Transcript_35122.0	Others		
Transcript_48488.0	Tissue Specific	Muscle	
Transcript_48490.0	Tissue Specific	Brain	
Transcript_48497.0	Others		
Transcript_48511.0	Tissue Specific	Muscle	
Transcript_67314.0	Tissue Specific	Skin	
Transcript_69146.0	Tissue Specific	Brain	
Transcript_48514.0	Others		
Transcript_48516.0	Others		
Transcript_234929.0	Others		
Transcript_48517.0	Others		
Transcript_238892.0	Others		
Transcript_76434.0	Tissue Specific	Liver	
Transcript_48518.0	Tissue Specific	Brain	
Transcript_48520.0	Tissue Specific	Skin	
Transcript_60532.0	Tissue Specific	Brain	
Transcript_86367.0	Tissue Specific	Brain	
Transcript_48526.0	Others		
Transcript_48527.0	Tissue Specific	Kidney	
Transcript_53186.0	Others		
Transcript_48531.0	Tissue Specific	Brain	
Transcript_21591.0	Others		
Transcript_48539.0	Tissue Specific	Skin	
Transcript_48543.0	Tissue Specific	Muscle	
Transcript_19461.0	Others		
Transcript_48548.0	Others		
Transcript_246099.0	Others		
Transcript_48557.0	Tissue Specific	Gonad	Female
Transcript_48566.0	Tissue Specific	Skin	
Transcript_245423.0	Tissue Specific	Brain	
Transcript_65492.0	Others		
Transcript_48569.0	Tissue Specific	Brain	
Transcript_38251.0	Others		
Transcript_48571.0	Tissue Specific	Brain	
Transcript_48573.0	Others		
Transcript_108943.0	Others		
Transcript_48586.0	Tissue Specific	Gonad	Female
Transcript_48589.0	Tissue Specific	Skin	
Transcript_190798.0	Others		
Transcript_50113.0	Others		
Transcript_89448.0	Tissue Specific	Skin	
Transcript_48597.0	Tissue Specific	Muscle	
Transcript_82034.0	Others		
Transcript_82957.0	Tissue Specific	Kidney	
Transcript_88124.0	Others		
Transcript_48604.0	Others		
Transcript_84844.0	Tissue Specific	Skin	
Transcript_48610.0	Tissue Specific	Lung	Male
Transcript_202157.0	Not Expressed		
Transcript_48626.0	Others		
Transcript_48630.0	Others		
Transcript_48631.0	Others		
Transcript_55458.0	Others		
Transcript_48636.0	Tissue Specific	Skin	
Transcript_48642.0	Not Expressed		
Transcript_48649.0	Not Expressed		
Transcript_242052.0	Others		
Transcript_48652.0	Tissue Specific	Skin	Male
Transcript_87138.0	Tissue Specific	Gonad	Female
Transcript_48653.0	Others		
Transcript_48654.0	Tissue Specific	Brain	Female
Transcript_4866.0	Others		
Transcript_72486.0	Others		
Transcript_202379.0	Others		
Transcript_48668.0	Tissue Specific	Skin	
Transcript_66215.0	Tissue Specific	Skin	
Transcript_48673.0	Others		
Transcript_64876.0	Others		
Transcript_99623.0	Tissue Specific	Brain	
Transcript_48676.0	Others		
Transcript_48678.0	Others		
Transcript_99270.0	Tissue Specific	Brain	Female
Transcript_131201.0	Others		
Transcript_48682.0	Others		
Transcript_48687.0	Tissue Specific	Brain	Male
Transcript_48693.0	Tissue Specific	Brain	Female
Transcript_235819.0	Tissue Specific	Brain	Male
Transcript_84154.0	Others		
Transcript_48694.0	Others		
Transcript_66833.0	Others		
Transcript_130054.0	Tissue Specific	Skin	
Transcript_48697.0	Others		
Transcript_48704.0	Others		
Transcript_48710.0	Tissue Specific	Skin	
Transcript_48712.0	Others		
Transcript_48717.0	Tissue Specific	Gonad	Female
Transcript_48718.0	Others		
Transcript_48720.0	Others		
Transcript_48728.0	Others		
Transcript_48729.0	Others		
Transcript_49209.0	Others		
Transcript_62726.0	Tissue Specific	Lung	Male
